,X,Y
0,6,434
1,10,434
2,14,434
3,18,434
4,22,434
5,26,434
6,30,434
7,34,434
8,38,434
9,42,434
10,46,434
11,54,426
12,58,426
13,62,426
14,66,426
15,70,418
16,74,422
17,78,418
18,82,418
19,86,418
20,90,418
21,94,418
22,98,418
23,102,418
24,106,418
25,110,418
26,114,418
27,118,418
28,122,418
29,126,418
30,130,418
31,134,422
32,138,426
33,142,430
34,170,490
35,174,490
36,178,490
37,182,494
38,186,494
39,190,494
40,194,494
41,198,494
42,202,494
43,206,498
44,210,498
45,214,498
46,218,498
47,222,498
48,226,502
49,230,502
50,234,502
51,238,502
52,242,502
53,246,502
54,250,502
55,254,502
56,258,506
57,262,506
58,266,506
59,270,510
60,274,514
61,278,514
62,282,514
63,286,514
64,290,518
65,294,518
66,298,522
67,302,522
68,306,526
69,310,526
70,314,526
71,318,530
72,322,530
73,326,530
74,330,530
75,334,530
76,338,530
77,342,534
78,346,534
79,350,534
80,354,534
81,358,534
82,362,538
83,366,538
84,370,542
85,374,542
86,378,546
87,382,546
88,386,546
89,390,550
90,394,554
91,398,562
92,402,562
93,406,562
94,410,566
95,414,566
96,418,566
97,422,566
98,426,566
99,430,570
100,434,570
101,438,570
102,442,570
103,446,570
104,450,570
105,454,570
106,458,570
107,462,574
108,466,574
109,470,574
110,474,578
111,478,578
112,482,578
113,486,582
114,490,582
115,494,582
116,498,582
117,502,582
118,506,586
119,510,586
120,514,586
121,518,586
122,522,586
123,526,586
124,530,586
125,534,586
126,538,590
127,542,590
128,546,590
129,550,594
130,554,594
131,558,594
132,562,598
133,566,598
134,570,598
135,574,598
136,578,598
137,582,598
138,586,602
139,606,618
140,610,618
141,614,622
142,618,626
143,622,626
144,626,626
