,X,Y
0,14,466
1,18,462
2,22,462
3,30,458
4,34,458
5,58,450
6,66,446
7,70,442
8,74,442
9,78,442
10,82,442
11,86,442
12,90,442
13,94,438
14,98,438
15,102,438
16,106,438
17,110,438
18,114,438
19,118,442
20,122,442
21,126,446
22,130,446
23,134,450
24,138,450
25,142,462
26,146,458
27,150,478
28,154,478
29,158,482
30,162,486
31,166,490
32,170,506
33,174,506
34,178,510
35,182,510
36,186,514
37,190,514
38,194,514
39,198,518
40,202,518
41,206,518
42,210,522
43,214,522
44,218,522
45,222,522
46,226,522
47,230,522
48,234,522
49,238,522
50,242,522
51,246,522
52,250,522
53,254,522
54,258,522
55,262,526
56,266,526
57,270,526
58,274,526
59,278,526
60,282,530
61,286,530
62,290,534
63,294,534
64,298,538
65,302,538
66,306,542
67,310,542
68,314,542
69,318,546
70,322,546
71,326,546
72,330,550
73,334,550
74,338,550
75,342,554
76,346,554
77,350,554
78,354,558
79,358,558
80,362,562
81,366,566
82,370,570
83,374,578
84,378,578
85,382,582
86,386,582
87,390,582
88,394,582
89,398,582
90,402,582
91,406,582
92,410,586
93,414,586
94,418,586
95,430,594
96,434,594
97,438,594
98,442,594
99,446,594
100,450,594
101,454,594
102,458,594
103,462,598
104,466,598
105,470,598
106,474,602
107,478,602
108,482,602
109,486,602
110,490,606
111,494,606
112,498,606
113,502,606
114,506,606
115,510,606
116,514,606
117,518,606
118,522,606
119,526,610
120,530,610
121,534,610
122,538,614
123,542,614
124,546,618
125,550,618
126,554,618
127,558,618
128,562,622
129,566,622
130,570,622
131,574,622
132,578,622
133,582,622
134,586,626
135,590,626
136,594,634
137,598,634
138,602,638
139,606,638
140,622,638
